id,state-compile-time,state-run-time,jdk-weave-time,jdk-run-compile,jdk-run-time,total-state-time(wo/JDK),total-state-time(w/JDK),total-state-time(w/JDK+DSI),only-dsi-time(seq)
00433,160.134,16.412,0,0,0,176.546,176.546,176.546,5259.530
00434,161.503,16.747,0,0,0,178.250,178.250,178.250,5560.229
00435,156.139,16.885,0,0,0,173.024,173.024,173.024,376.810
00436,156.031,16.971,0,0,0,173.002,173.002,173.002,5003.885
00437,155.596,16.264,0,0,0,171.860,171.860,171.860,6430.225
00438,164.225,15.992,0,0,0,180.217,180.217,180.217,6384.635
00439,156.702,17.846,170.097,72.101,16.264,174.548,433.010,433.010,227.987
00440,159.460,15.672,0,0,0,175.132,175.132,175.132,211.750
00441,157.375,14.482,0,0,0,171.857,171.857,171.857,235.959
00442,155.464,15.301,211.439,71.826,16.377,170.765,470.407,470.407,18.694
00443,156.356,15.323,193.252,66.264,15.571,171.679,446.766,446.766,18.531
